original_file,roboflow_split,n_billetes,n_manos,area_max_billete,estado,motivo,duplicado_de,distancia,dataset_del_duplicado,nombre_en_train
10Euro_119_jpg.rf.gXHIz7MPlsLdRJ0CtbYD.jpg,train,1,0,0.831,excluida,duplicado,010_Euro_052.jpg,2,train,
10Euro_124_jpg.rf.pHMQSIkTSccQ4e1TcXRF.jpg,train,1,0,0.854,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
10Euro_126_jpg.rf.tAWLVjgf1ZPLqXnLRJet.jpg,train,1,0,0.821,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
10Euro_128_jpg.rf.DnyDe1gqMQYIEi0TUTzN.jpg,train,1,0,0.381,incluida en train,,,,,ebd_10Euro_128.jpg
10Euro_141_jpg.rf.OWzrv7RUJ8dylRKSMkkj.jpg,train,1,0,0.168,incluida en train,,,,,ebd_10Euro_141.jpg
10Euro_142_jpg.rf.tYqaNIMcrlsHeRn84259.jpg,train,1,0,0.465,incluida en train,,,,,ebd_10Euro_142.jpg
10Euro_143_jpg.rf.MKVjBdKMWkh2Pq8mkaM2.jpg,train,1,0,0.645,excluida,duplicado,10Euro_126_jpg.rf.tAWLVjgf1ZPLqXnLRJet.jpg,8,nuevo (mismo dataset),
10Euro_151_jpg.rf.6CmLEwPgv4Czih4kMAHi.jpg,train,1,0,0.249,incluida en train,,,,,ebd_10Euro_151.jpg
10Euro_153_jpg.rf.FSKbMXYrlVZD3bUajYO4.jpg,train,1,0,0.717,excluida,duplicado,010_Euro_109.jpg,0,train,
10Euro_155_jpeg_jpg.rf.fPo5aVml4Lf0r5wlEvWb.jpg,train,1,0,0.595,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
10Euro_159_jpg.rf.pkz1ZQ0fkn4VfXYfVayf.jpg,train,2,1,0.499,excluida,duplicado,010_Euro_120.jpg,4,train,
10Euro_167_jpg.rf.uOnCoGDZDTUwU8npZm3x.jpg,train,1,0,0.824,excluida,duplicado,010_Euro_136.jpg,2,train,
10Euro_170_jpg.rf.oJ7mwZ7LVATFD1Vlujl2.jpg,train,1,2,0.661,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
10Euro_171_jpg.rf.9JeMGmmL0cKGNCldTxQh.jpg,train,2,0,0.292,excluida,duplicado,010_Euro_143.jpg,5,train,
10Euro_172_jpeg_jpg.rf.6eQA5nvJQ5eTenJI8rkh.jpg,train,1,0,0.483,incluida en train,,,,,ebd_10Euro_172_jpeg.jpg
10Euro_173_jpg.rf.WXUlYPp0Jk9IpACyrUkE.jpg,train,1,0,0.483,excluida,duplicado,10Euro_172_jpeg_jpg.rf.6eQA5nvJQ5eTenJI8rkh.jpg,0,nuevo (mismo dataset),
10Euro_175_jpeg_jpg.rf.iywP16eGtGT1y4YDcN6X.jpg,train,2,0,0.555,excluida,duplicado,010_Euro_149.jpg,2,train,
10Euro_177_jpg.rf.VPIBHsswgzAT69CDwE00.jpg,train,1,0,0.769,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
10Euro_178_jpg.rf.NooWzfFt0NqsiEfVISJl.jpg,train,1,0,0.47,incluida en train,,,,,ebd_10Euro_178.jpg
10Euro_184_jpg.rf.4wTA6T0sPvM47hjuQoU1.jpg,train,1,0,0.643,excluida,duplicado,010_Euro_167.jpg,2,train,
10Euro_185_jpg.rf.GuibXdNnYqh9kevVNal7.jpg,train,1,0,0.881,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
10Euro_191_jpg.rf.92b4mEZvubeKUVjC3w6k.jpg,train,1,0,0.586,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
10Euro_193_jpg.rf.0NABtAwBrsGd9kztVV6C.jpg,train,1,0,0.714,excluida,duplicado,010_Euro_186.jpg,0,valid,
10Euro_23_jpg.rf.tE3Hswo3EWWCaYyXP8IN.jpg,train,1,0,0.142,incluida en train,,,,,ebd_10Euro_23.jpg
10Euro_29_jpg.rf.3W0SvKFmZEETZv1jSYh4.jpg,train,1,2,0.664,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
10Euro_39_jpg.rf.byjgTg4l5RKB9Yaocw5m.jpg,train,1,0,0.299,excluida,duplicado,10Euro_40_jpg.rf.XPqk8RghIDTLd2DyBy7t.jpg,0,nuevo (mismo dataset),
10Euro_40_jpg.rf.XPqk8RghIDTLd2DyBy7t.jpg,train,1,0,0.302,excluida,duplicado,10Euro_39_jpg.rf.byjgTg4l5RKB9Yaocw5m.jpg,0,nuevo (mismo dataset),
10Euro_56_jpg.rf.51lfJSfuLJtqaDAgYttG.jpg,train,1,0,0.595,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
10Euro_60_jpg.rf.gWGvLzLSvh37wqfiyfkL.jpg,train,2,0,0.429,incluida en train,,,,,ebd_10Euro_60.jpg
10Euro_65_jpg.rf.wBB3Qf4D9ZMOTTbVvoeL.jpg,train,1,0,0.891,excluida,duplicado,010_Euro_286.jpg,0,test,
10Euro_66_jpg.rf.zcwKGuJVIIpZCEnzREx3.jpg,train,1,0,0.849,excluida,duplicado,010_Euro_396.jpg,0,train,
10Euro_74_jpg.rf.kzw2FH87GgE1TbPHqClN.jpg,train,1,0,0.855,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
10Euro_75_jpg.rf.YMCX5T0k0UiZr8fBNJen.jpg,train,1,0,0.252,incluida en train,,,,,ebd_10Euro_75.jpg
10Euro_7_jpg.rf.xSTaXmltYMfbn4QcsRGh.jpg,train,1,0,0.848,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
10Euro_80_jpg.rf.yTdvs1LiKHzR4DncwDsp.jpg,train,2,0,0.296,excluida,duplicado,500_Euro_002__aug2.jpg,6,nuevo,
10Euro_87_jpg.rf.tq8Jc7mXeUr5OTGJytww.jpg,train,1,0,0.472,excluida,duplicado,010_Euro_332.jpg,0,train,
10Euro_89_jpg.rf.IReAFHI1HUVCBLdxbcd3.jpg,train,1,0,0.3,excluida,duplicado,010_Euro_336.jpg,0,valid,
10Euro_8_jpg.rf.A7JocvgTVZ8qZaF5rp1v.jpg,train,1,0,0.774,excluida,duplicado,010_Euro_339.jpg,4,test,
10Euro_95_jpg.rf.3VfihAbYDqnWaipnszxp.jpg,train,1,0,0.884,excluida,duplicado,010_Euro_326.jpg,4,valid,
20230330_215519_jpg.rf.RrXGNIg0DyAfg4DgPbMX.jpg,train,3,0,0.131,incluida en train,,,,,ebd_20230330_215519.jpg
20230330_215522_jpg.rf.wEoUgOC0s3Jy0XtqzNpK.jpg,train,3,0,0.168,excluida,duplicado,20230330_215519_jpg.rf.RrXGNIg0DyAfg4DgPbMX.jpg,8,nuevo (mismo dataset),
20230330_215524_jpg.rf.pFfhle6z9vJmfUFTsjqn.jpg,train,3,0,0.205,incluida en train,,,,,ebd_20230330_215524.jpg
20230330_215527_jpg.rf.INIcYnK21AZsLuPBh4Fr.jpg,train,3,0,0.237,incluida en train,,,,,ebd_20230330_215527.jpg
20230330_215531_jpg.rf.GdW8RtCBRr4dlPOietxH.jpg,train,3,0,0.173,incluida en train,,,,,ebd_20230330_215531.jpg
20230330_215535_jpg.rf.SviBd5keP7ygeIWrqDN7.jpg,train,3,0,0.203,incluida en train,,,,,ebd_20230330_215535.jpg
20230330_215540_jpg.rf.FCka0AKHptzzWcurrESZ.jpg,train,3,0,0.187,incluida en train,,,,,ebd_20230330_215540.jpg
20230330_215606_jpg.rf.w6yKZCm5EOLoGRj52s4V.jpg,train,3,0,0.15,incluida en train,,,,,ebd_20230330_215606.jpg
20230330_215607_jpg.rf.GAlldmj9GdyyAE2WvlD4.jpg,train,3,0,0.12,excluida,duplicado,20230330_215606_jpg.rf.w6yKZCm5EOLoGRj52s4V.jpg,8,nuevo (mismo dataset),
20230330_215614_jpg.rf.dsrwiOhOXsJZ7smQ2Ve8.jpg,train,3,0,0.192,incluida en train,,,,,ebd_20230330_215614.jpg
20230330_215620_jpg.rf.YVvrY7ty0HLntDKo4Spi.jpg,train,3,0,0.134,incluida en train,,,,,ebd_20230330_215620.jpg
20230330_215633_jpg.rf.quyboZ9i0prErtG4y9rP.jpg,train,3,0,0.139,excluida,duplicado,20230330_215620_jpg.rf.YVvrY7ty0HLntDKo4Spi.jpg,8,nuevo (mismo dataset),
20230330_215654_jpg.rf.BNbDHKA94kTyEoOe6Muy.jpg,train,3,0,0.163,incluida en train,,,,,ebd_20230330_215654.jpg
20230330_215656_jpg.rf.BP4wjppCegPZfRmZefsh.jpg,train,3,0,0.189,incluida en train,,,,,ebd_20230330_215656.jpg
20230330_220535_jpg.rf.O4gXOg7iuVKYOEnRYDWg.jpg,train,2,0,0.247,incluida en train,,,,,ebd_20230330_220535.jpg
20230330_220538_jpg.rf.jwwR36C6NW76TdoOqzTr.jpg,train,2,0,0.185,incluida en train,,,,,ebd_20230330_220538.jpg
20230330_220541_jpg.rf.YPkCN9qvqoM6jeZMnyu5.jpg,train,2,0,0.272,incluida en train,,,,,ebd_20230330_220541.jpg
20230330_220543_jpg.rf.5LsOBUlodaj3Dd7Oeb9K.jpg,train,2,0,0.195,incluida en train,,,,,ebd_20230330_220543.jpg
20230330_220604_jpg.rf.lGXd7G0BZKMiWtlV0iKi.jpg,train,2,0,0.151,incluida en train,,,,,ebd_20230330_220604.jpg
20230330_220606_jpg.rf.FayLC3NnkMqBKYXqsCGI.jpg,train,2,0,0.21,incluida en train,,,,,ebd_20230330_220606.jpg
20230330_220608_jpg.rf.DO2PhPrYGHyseddPIUxR.jpg,train,2,0,0.185,incluida en train,,,,,ebd_20230330_220608.jpg
20230330_220609_jpg.rf.rEs1rmQ2niq35z0U6FnM.jpg,train,2,0,0.211,incluida en train,,,,,ebd_20230330_220609.jpg
20230330_220835_jpg.rf.zjjNkSpBAIKFCn5u5ART.jpg,train,7,0,0.09,incluida en train,,,,,ebd_20230330_220835.jpg
20230330_220838_jpg.rf.3J7NfV44NPvZJtdzycBy.jpg,train,7,0,0.096,incluida en train,,,,,ebd_20230330_220838.jpg
20230330_220840_jpg.rf.iW29E7xn1uazdIdmfNJ1.jpg,train,7,0,0.072,incluida en train,,,,,ebd_20230330_220840.jpg
20230330_220848_jpg.rf.DG0oyTiKWW6u5oiRBavk.jpg,train,7,0,0.061,incluida en train,,,,,ebd_20230330_220848.jpg
20230330_220850_jpg.rf.uO5QVLGIFmamzEqlc6kh.jpg,train,7,0,0.071,incluida en train,,,,,ebd_20230330_220850.jpg
20230330_220859_jpg.rf.eftEzALKaUjX4BsxWvwZ.jpg,train,7,0,0.061,incluida en train,,,,,ebd_20230330_220859.jpg
20230330_220903_jpg.rf.1F5jjBVackszRvcIXzGI.jpg,train,7,0,0.052,incluida en train,,,,,ebd_20230330_220903.jpg
20230330_220904_jpg.rf.8tBnn3gkoN4bO8x9ycKu.jpg,train,7,0,0.052,excluida,duplicado,20230330_220903_jpg.rf.1F5jjBVackszRvcIXzGI.jpg,2,nuevo (mismo dataset),
20230330_220905_jpg.rf.3ZOLcOMb2LmLXpRxmW6c.jpg,train,7,0,0.072,incluida en train,,,,,ebd_20230330_220905.jpg
20230331_212735_jpg.rf.ynvNzTk3Q3vP3HfZSLlY.jpg,train,2,2,0.061,incluida en train,,,,,ebd_20230331_212735.jpg
20230331_212736_jpg.rf.adpI9hO0wkA8jLaGH2zA.jpg,train,2,2,0.132,incluida en train,,,,,ebd_20230331_212736.jpg
20230331_212737_jpg.rf.3NOsDo1y9iykwW1PKBXQ.jpg,train,2,2,0.137,incluida en train,,,,,ebd_20230331_212737.jpg
20230331_212738_jpg.rf.N2GPcofkY79y7mcJ9Acu.jpg,train,2,2,0.083,incluida en train,,,,,ebd_20230331_212738.jpg
20230331_212739_jpg.rf.LSOTnFtshYFm2sJYJbJ2.jpg,train,2,2,0.138,incluida en train,,,,,ebd_20230331_212739.jpg
20230401_181920_jpg.rf.f2pNB8ckG9h9tr7YiHTs.jpg,train,1,2,0.266,incluida en train,,,,,ebd_20230401_181920.jpg
20230401_181929_jpg.rf.BM0MzoarL4wNKMgd2JEa.jpg,train,1,1,0.23,incluida en train,,,,,ebd_20230401_181929.jpg
20230401_181930_jpg.rf.Ehf9qIu7bwlAIDOo4tx6.jpg,train,1,1,0.174,incluida en train,,,,,ebd_20230401_181930.jpg
20230401_181940_jpg.rf.MOj8MUSa46DDGL4Kn1LT.jpg,train,1,0,0.391,incluida en train,,,,,ebd_20230401_181940.jpg
20230401_181943_jpg.rf.BhALMi6PIM6iy3EHH2ON.jpg,train,1,0,0.315,incluida en train,,,,,ebd_20230401_181943.jpg
20230403_103233_jpg.rf.wJXDMjuebnmu89dc4v2P.jpg,train,2,0,0.222,incluida en train,,,,,ebd_20230403_103233.jpg
20230403_103234_jpg.rf.kvMqkwd7PtuvhIrecEPS.jpg,train,2,0,0.289,incluida en train,,,,,ebd_20230403_103234.jpg
20230403_103350_jpg.rf.wG82xgb1xhE2D29Vcfu6.jpg,train,2,0,0.231,incluida en train,,,,,ebd_20230403_103350.jpg
20230403_103353_jpg.rf.ocbOe4ujv5VM4fPmY18n.jpg,train,2,0,0.214,incluida en train,,,,,ebd_20230403_103353.jpg
20230403_103356_jpg.rf.vXEeilUwjTpwoBJmrfeb.jpg,train,2,0,0.235,incluida en train,,,,,ebd_20230403_103356.jpg
20230403_103357_jpg.rf.N3GepFNXKJjz1spQ5JMv.jpg,train,2,0,0.162,incluida en train,,,,,ebd_20230403_103357.jpg
20230403_103402_jpg.rf.UICfGm0dSqUpJKFGGknT.jpg,train,2,0,0.212,incluida en train,,,,,ebd_20230403_103402.jpg
20230403_103406_jpg.rf.6ppDWQhCYMlePZOhW0ik.jpg,train,2,0,0.448,incluida en train,,,,,ebd_20230403_103406.jpg
20230403_103407_jpg.rf.5oAQ2VBZSzqfjD9JryVr.jpg,train,2,0,0.135,incluida en train,,,,,ebd_20230403_103407.jpg
20230407_181352_jpg.rf.0gUv1GaTFNxrEGnO63vq.jpg,train,1,0,0.415,incluida en train,,,,,ebd_20230407_181352.jpg
20230407_181355_jpg.rf.HS7AFKIOjZJvNqn2A10l.jpg,train,1,0,0.495,incluida en train,,,,,ebd_20230407_181355.jpg
20230407_181410_jpg.rf.OjyIMQK2kPUuLltDFGcs.jpg,train,1,0,0.607,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20230407_181440_jpg.rf.OJ53J6TUFpqIbFsOFtXw.jpg,train,1,0,0.301,incluida en train,,,,,ebd_20230407_181440.jpg
20230407_181756_jpg.rf.ODupzRkvr5mx8S3abUYh.jpg,train,6,0,0.166,incluida en train,,,,,ebd_20230407_181756.jpg
20230407_181802_jpg.rf.eowZNoHDtXOEyEZdmTQm.jpg,train,6,0,0.108,incluida en train,,,,,ebd_20230407_181802.jpg
20230407_181807_jpg.rf.tpHpgl5Ga1lyzxWJGQAV.jpg,train,6,0,0.132,incluida en train,,,,,ebd_20230407_181807.jpg
20230407_181829_jpg.rf.xDA2PA7LYuV4zsoD98xa.jpg,train,6,0,0.185,excluida,duplicado,20230407_181756_jpg.rf.ODupzRkvr5mx8S3abUYh.jpg,6,nuevo (mismo dataset),
20230407_181837_jpg.rf.YdyDsxCYhmZo5DlNh8q8.jpg,train,6,0,0.164,incluida en train,,,,,ebd_20230407_181837.jpg
20230407_181907_jpg.rf.DxuAJBr4o8159NcawCsq.jpg,train,6,0,0.142,incluida en train,,,,,ebd_20230407_181907.jpg
20230407_181916_jpg.rf.46v6RINuIrNEaPvQ2rK2.jpg,train,6,0,0.156,incluida en train,,,,,ebd_20230407_181916.jpg
20230412_161357_jpg.rf.65hJkcoFtGXWAuPg0hce.jpg,train,3,0,0.104,incluida en train,,,,,ebd_20230412_161357.jpg
20230412_161401_jpg.rf.htWUBEtxqgmhSt4rF6N6.jpg,train,3,0,0.143,incluida en train,,,,,ebd_20230412_161401.jpg
20230412_161406_jpg.rf.yBnPLMhwPi9ioKOXk5AE.jpg,train,3,0,0.179,incluida en train,,,,,ebd_20230412_161406.jpg
20230412_161410_jpg.rf.S6QmXU9Ak0BUM0uQnrha.jpg,train,3,0,0.203,incluida en train,,,,,ebd_20230412_161410.jpg
20230412_161413_jpg.rf.ibaS9fx90XJKn58nA8j5.jpg,train,3,0,0.135,incluida en train,,,,,ebd_20230412_161413.jpg
20230412_161416_jpg.rf.bW5dAEPRErWunBnc8L18.jpg,train,3,0,0.171,incluida en train,,,,,ebd_20230412_161416.jpg
20230412_161430_jpg.rf.nAvMA7HTaNz41xhWGRpa.jpg,train,3,0,0.129,incluida en train,,,,,ebd_20230412_161430.jpg
20230414_114802_jpg.rf.ZUVgizR1otVTWOuZC5r8.jpg,train,5,0,0.139,incluida en train,,,,,ebd_20230414_114802.jpg
20230414_114804_jpg.rf.gGE38qT1CdOPZ9mMXQzv.jpg,train,5,0,0.109,incluida en train,,,,,ebd_20230414_114804.jpg
20230414_114825_jpg.rf.LhoMHNzTi9D6zeUrGukT.jpg,train,5,0,0.102,incluida en train,,,,,ebd_20230414_114825.jpg
20230414_114843_jpg.rf.gVLKaCS7XBhLO6FIkXGY.jpg,train,5,0,0.117,incluida en train,,,,,ebd_20230414_114843.jpg
20230414_114846_jpg.rf.eBBsWvE1Iz0cGc1laCix.jpg,train,5,0,0.127,excluida,duplicado,20230414_114843_jpg.rf.gVLKaCS7XBhLO6FIkXGY.jpg,8,nuevo (mismo dataset),
20230414_114902_jpg.rf.sZc1Zt6ftiIMcNYsXMs7.jpg,train,5,0,0.096,incluida en train,,,,,ebd_20230414_114902.jpg
20230414_114903_jpg.rf.DLwU1AYpp8peRRP52e4h.jpg,train,5,0,0.133,incluida en train,,,,,ebd_20230414_114903.jpg
20230414_114910_jpg.rf.lZ8Fp3fXDA6DMFlJ4f3O.jpg,train,5,0,0.11,excluida,duplicado,20230414_114911_jpg.rf.gD2Bbi9Ln0hOG0TKv250.jpg,4,nuevo (mismo dataset),
20230414_114926_jpg.rf.O0fRi145WTgc9SUjpYoK.jpg,train,5,0,0.136,incluida en train,,,,,ebd_20230414_114926.jpg
20230414_114932_jpg.rf.6DJuQyDTp4ZqwjK1b9jw.jpg,train,5,0,0.109,incluida en train,,,,,ebd_20230414_114932.jpg
20230414_115013_jpg.rf.bjpQk8NB9rLfukAQpJjS.jpg,train,2,0,0.295,incluida en train,,,,,ebd_20230414_115013.jpg
20230414_115014_jpg.rf.mPF9cQn0GVS72CZi9gDw.jpg,train,2,0,0.269,excluida,duplicado,20230414_115013_jpg.rf.bjpQk8NB9rLfukAQpJjS.jpg,8,nuevo (mismo dataset),
20230414_115038_jpg.rf.aLvCERzYoqicwaYD2Pk5.jpg,train,4,0,0.221,incluida en train,,,,,ebd_20230414_115038.jpg
20230414_115041_jpg.rf.bf7z80Ot6aIPPZnfmTaf.jpg,train,3,0,0.243,incluida en train,,,,,ebd_20230414_115041.jpg
20230414_115129_jpg.rf.HThucr8n6gK8DgTwaajD.jpg,train,5,0,0.183,incluida en train,,,,,ebd_20230414_115129.jpg
20230414_115132_jpg.rf.Qiwbt4Fc7qOQ83pYd1fQ.jpg,train,5,0,0.172,incluida en train,,,,,ebd_20230414_115132.jpg
20230414_115135_jpg.rf.Ajku82Yb0n5zqqpMsIVF.jpg,train,4,0,0.195,excluida,duplicado,20230414_115129_jpg.rf.HThucr8n6gK8DgTwaajD.jpg,8,nuevo (mismo dataset),
20230414_115205_jpg.rf.Dki7DY9h4xpzC3FWoDV7.jpg,train,4,2,0.215,incluida en train,,,,,ebd_20230414_115205.jpg
20230414_115208_jpg.rf.nnp65r0NSFZnd0kaL8XB.jpg,train,3,2,0.231,incluida en train,,,,,ebd_20230414_115208.jpg
20230414_115213_jpg.rf.Ga5cHMRXbG4cNgH37lsl.jpg,train,2,2,0.214,incluida en train,,,,,ebd_20230414_115213.jpg
20230427_220452_jpg.rf.XQR9rKhtnf992NzgIQJK.jpg,train,4,0,0.164,incluida en train,,,,,ebd_20230427_220452.jpg
20230427_220454_jpg.rf.OL3zNvJ5TUXPVFMdE2Ny.jpg,train,4,0,0.327,incluida en train,,,,,ebd_20230427_220454.jpg
20230427_220458_jpg.rf.eFYEwcKwYzRxikynNi9R.jpg,train,4,0,0.215,incluida en train,,,,,ebd_20230427_220458.jpg
20230427_220501_jpg.rf.hSQcROfD0rqLYDRUCdo4.jpg,train,4,0,0.202,incluida en train,,,,,ebd_20230427_220501.jpg
20230427_220505_jpg.rf.CmGVrdSMiB1zaaB4Wqz3.jpg,train,4,0,0.12,incluida en train,,,,,ebd_20230427_220505.jpg
20230509_221026_jpg.rf.8vfNEHtJHQnEv73KYk4L.jpg,train,13,0,0.086,incluida en train,,,,,ebd_20230509_221026.jpg
20230509_221028_jpg.rf.PLXDsjqFSsWz2dyeyhb8.jpg,train,13,0,0.091,incluida en train,,,,,ebd_20230509_221028.jpg
20230509_221031_jpg.rf.lF0r7avDbagQAkhocSZN.jpg,train,13,0,0.086,incluida en train,,,,,ebd_20230509_221031.jpg
20230509_221033_jpg.rf.yBpGCZDtt4txM5KFboH1.jpg,train,13,0,0.077,incluida en train,,,,,ebd_20230509_221033.jpg
20230509_221036_jpg.rf.e5ZreRo7KsrAIQrmAJfc.jpg,train,13,0,0.11,incluida en train,,,,,ebd_20230509_221036.jpg
20230509_221042_jpg.rf.LWcOz0qX0VNZsGPNRRlZ.jpg,train,13,0,0.067,incluida en train,,,,,ebd_20230509_221042.jpg
20230509_221044_jpg.rf.v83yK5jHNMI7P4hO2w2I.jpg,train,13,0,0.104,incluida en train,,,,,ebd_20230509_221044.jpg
20230509_221055_jpg.rf.jPmTXC0in0fFeiwBK6Pe.jpg,train,13,0,0.1,incluida en train,,,,,ebd_20230509_221055.jpg
20230509_221103_jpg.rf.7aDTsPtavTxUdtI1zBxy.jpg,train,13,0,0.112,incluida en train,,,,,ebd_20230509_221103.jpg
20230509_221311_jpg.rf.CRJ3RB9zncszrChkSLHn.jpg,train,13,0,0.083,incluida en train,,,,,ebd_20230509_221311.jpg
